Courses List for Exchange-in students_Sem 1 of 2025-2026,,,,,,,,,,,,
"Sorted by Offering Unit, Offering Programme & Course Code",,,,,,,,,,as of 20250520,,
"Offering
Unit","Offering
Programme",Course Code,Course Name,"Units
(Credits)",Teachers,Schedule,Hours,"Course
Category",Medium of Instruction (MOI),Remark,,
FBM,GMT,BUS4013,Strategic Management (1014),3,Dr. Karen Yoon Fah LEE,Wed 9:00-10:50,2,MR,English,,,
FBM,GMT,BUS4013,Strategic Management (1014),3,Dr. Karen Yoon Fah LEE,Fri 17:00-17:50,1,MR,English,,,
FBM,GMT,BUS4013,Strategic Management (1015),3,Dr. Amber Yu CHANG,Thu 16:00-17:50,2,MR,English,,,
FBM,GMT,BUS4013,Strategic Management (1015),3,Dr. Amber Yu CHANG,Tue 15:00-15:50,1,MR,English,,,
FBM,GMT,BUS4013,Strategic Management (1016),3,Dr. Joao Pedro PIRES DOS REIS MURALHA DELGADO,Fri 13:00-14:50,2,MR,English,,,
FBM,GMT,BUS4013,Strategic Management (1016),3,Dr. Joao Pedro PIRES DOS REIS MURALHA DELGADO,Thu 8:00-8:50,1,MR,English,,,
FBM,GMT,BUS4063,International Business (1001),3,Dr. Chenguang HU,Tue 8:00-9:50,2,FE,English,,,
FBM,GMT,BUS4063,International Business (1001),3,Dr. Chenguang HU,Thu 13:00-13:50,1,FE,English,,,
FBM,GMT,GCAP3213,Service Leadership: Promoting a Better World (1001),3,Dr. Jiamin TAN,Fri 8:00-9:50,2,GE2021,English,,,
FBM,GMT,GCAP3213,Service Leadership: Promoting a Better World (1001),3,Dr. Jiamin TAN,Thu 10:00-10:50,1,GE2021,English,,,
FBM,GMT,GCAP3213,Service Leadership: Promoting a Better World (1002),3,Dr. I-chun YANG,Mon 15:00-16:50,2,GE2021,English,,,
FBM,GMT,GCAP3213,Service Leadership: Promoting a Better World (1002),3,Dr. I-chun YANG,Wed 11:00-11:50,1,GE2021,English,,,
FBM,GMT,GCAP3213,Service Leadership: Promoting a Better World (1003),3,Dr. Rita Lai-Ying CHAN,Fri 13:00-14:50,2,GE2021,English,,,
FBM,GMT,GCAP3213,Service Leadership: Promoting a Better World (1003),3,Dr. Rita Lai-Ying CHAN,Tue 14:00-14:50,1,GE2021,English,,,
FBM,GMT,GCAP3213,Service Leadership: Promoting a Better World (1004),3,Mr. Ning XIAO,Thu 16:00-17:50,2,GE2021,English,,,
FBM,GMT,GCAP3213,Service Leadership: Promoting a Better World (1004),3,Mr. Ning XIAO,Tue 10:00-10:50,1,GE2021,English,,,
FBM,GMT,GCAP3213,Service Leadership: Promoting a Better World (1005),3,Dr. Thomas King-Ha WU,Mon 15:00-16:50,2,GE2021,English,,,
FBM,GMT,GCAP3213,Service Leadership: Promoting a Better World (1005),3,Dr. Thomas King-Ha WU,Mon 17:00-17:50,1,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1001),3,Dr. Uchenna Cyril EZE,Fri 8:00-9:50,2,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1001),3,Dr. Uchenna Cyril EZE,Mon 19:00-19:50,1,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1002),3,Dr. Jenny Shujuan XIAO,Wed 8:00-9:50,2,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1002),3,Dr. Jenny Shujuan XIAO,Fri 9:00-9:50,1,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1003),3,Dr. Youssef EL HAOUSSINE,Fri 10:00-11:50,2,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1003),3,Dr. Youssef EL HAOUSSINE,Wed 8:00-8:50,1,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1004),3,Dr. Qixing LI,Fri 10:00-11:50,2,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1004),3,Dr. Qixing LI,Tue 9:00-9:50,1,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1005),3,Dr. Shujun WANG,Fri 10:00-11:50,2,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1005),3,Dr. Shujun WANG,Wed 8:00-8:50,1,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1006),3,Dr. Joao Pedro PIRES DOS REIS MURALHA DELGADO,Fri 10:00-11:50,2,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1006),3,Dr. Joao Pedro PIRES DOS REIS MURALHA DELGADO,Tue 13:00-13:50,1,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1007),3,Dr. Joao Pedro PIRES DOS REIS MURALHA DELGADO,Thu 13:00-14:50,2,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1007),3,Dr. Joao Pedro PIRES DOS REIS MURALHA DELGADO,Mon 14:00-14:50,1,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1008),3,Mr. Sebastian Jacques Manuel BOO,Mon 13:00-14:50,2,GE2021,English,,,
FBM,GMT,GFVM1003,Business Ethics and Corporate Social Responsibility (1008),3,Mr. Sebastian Jacques Manuel BOO,Thu 13:00-13:50,1,GE2021,English,,,
FBM,GMT,GTCU2043,Corporate Sustainability and Industry Innovation (1001),3,Dr. Ki Ho JUN,Mon 13:00-14:50,2,GE2021,English,,,
FBM,GMT,GTCU2043,Corporate Sustainability and Industry Innovation (1001),3,Dr. Ki Ho JUN,Thu 14:00-14:50,1,GE2021,English,,,
FBM,GMT,GTCU2043,Corporate Sustainability and Industry Innovation (1002),3,Dr. Jenny Shujuan XIAO,Fri 10:00-11:50,2,GE2021,English,,,
FBM,GMT,GTCU2043,Corporate Sustainability and Industry Innovation (1002),3,Dr. Jenny Shujuan XIAO,Tue 13:00-13:50,1,GE2021,English,,,
FBM,GMT,GTCU2043,Corporate Sustainability and Industry Innovation (1003),3,Dr. Sujie PENG,Tue 8:00-9:50,2,GE2021,English,,,
FBM,GMT,GTCU2043,Corporate Sustainability and Industry Innovation (1003),3,Dr. Sujie PENG,Thu 13:00-13:50,1,GE2021,English,,,
FBM,GMT,GTCU2043,Corporate Sustainability and Industry Innovation (1004),3,Dr. Sujie PENG,Mon 13:00-14:50,2,GE2021,English,,,
FBM,GMT,GTCU2043,Corporate Sustainability and Industry Innovation (1004),3,Dr. Sujie PENG,Thu 14:00-14:50,1,GE2021,English,,,
FBM,GMT,GTCU2043,Corporate Sustainability and Industry Innovation (1005),3,Dr. Arif MAHMOOD,Fri 10:00-11:50,2,GE2021,English,,,
FBM,GMT,GTCU2043,Corporate Sustainability and Industry Innovation (1005),3,Dr. Arif MAHMOOD,Tue 13:00-13:50,1,GE2021,English,,,
FBM,GMT,GTSC2133,Artificial Intelligence (AI) in Business (1001),3,Dr. Donald Weston HARPER,Tue 8:00-9:50,2,GE2021,English,,,
FBM,GMT,GTSC2133,Artificial Intelligence (AI) in Business (1001),3,Dr. Donald Weston HARPER,Thu 13:00-13:50,1,GE2021,English,,,
FBM,GMT,GTSU2003,Green Supply Chain Management (1001),3,Dr. Ellen Shuo SHAN,Tue 8:00-9:50,2,GE2021,English,,,
FBM,GMT,GTSU2003,Green Supply Chain Management (1001),3,Dr. Ellen Shuo SHAN,Thu 13:00-13:50,1,GE2021,English,,,
FBM,GMT,GTSU2003,Green Supply Chain Management (1002),3,Dr. Sujie PENG,Fri 10:00-11:50,2,GE2021,English,,,
FBM,GMT,GTSU2003,Green Supply Chain Management (1002),3,Dr. Sujie PENG,Tue 13:00-13:50,1,GE2021,English,,,
FBM,GMT,GTSU2003,Green Supply Chain Management (1003),3,Dr. Uchenna Cyril EZE,Mon 13:00-14:50,2,GE2021,English,,,
FBM,GMT,GTSU2003,Green Supply Chain Management (1003),3,Dr. Uchenna Cyril EZE,Thu 14:00-14:50,1,GE2021,English,,,
FBM,GMT,GTSU2003,Green Supply Chain Management (1004),3,Dr. Youssef EL HAOUSSINE,Tue 8:00-9:50,2,GE2021,English,,,
FBM,GMT,GTSU2003,Green Supply Chain Management (1004),3,Dr. Youssef EL HAOUSSINE,Thu 13:00-13:50,1,GE2021,English,,,
FBM,GMT,GTSU2003,Green Supply Chain Management (1005),3,Dr. Zoey Yi XIAO,Mon 13:00-14:50,2,GE2021,English,,,
FBM,GMT,GTSU2003,Green Supply Chain Management (1005),3,Dr. Zoey Yi XIAO,Thu 14:00-14:50,1,GE2021,English,,,
FBM,MHR,BUS4033,Business Internship and Human Resource Management Mentoring (1001),3,Dr. ZheHua HU,Mon 15:00-16:50,2,ME,English,,,
FBM,MHR,BUS4043,Cross-Cultural and Comparative Management (1001),3,Dr. ZheHua HU,Fri 10:00-11:50,2,FE,English,,,
FBM,MHR,BUS4043,Cross-Cultural and Comparative Management (1001),3,Dr. ZheHua HU,Tue 13:00-13:50,1,FE,English,,,
FBM,MHR,MHR3003,Human Resource Management (1001),3,Dr. Jane Jieying XU,Fri 10:00-11:50,2,FE,English,,,
FBM,MHR,MHR3003,Human Resource Management (1001),3,Dr. Jane Jieying XU,Tue 13:00-13:50,1,FE,English,,,
FBM,MHR,MHR3023,Recruitment and Selection (1001),3,Mr. Ning XIAO,Fri 16:00-17:50,2,MR,English,,,
FBM,MHR,MHR3023,Recruitment and Selection (1001),3,Mr. Ning XIAO,Thu 11:00-11:50,1,MR,English,,,
FBM,MHR,MHR3043,Labour Relations and Law (1001),3,Dr. Rita Lai-Ying CHAN,Thu 16:00-17:50,2,MR,English,,,
FBM,MHR,MHR3043,Labour Relations and Law (1001),3,Dr. Rita Lai-Ying CHAN,Wed 11:00-11:50,1,MR,English,,,
FBM,MHR,MHR3083,Predictive Human Resource Analytics (1002),3,Dr. Jiamin TAN,Tue 10:00-11:50,2,FE,English,,,
FBM,MHR,MHR3083,Predictive Human Resource Analytics (1002),3,Dr. Jiamin TAN,Thu 11:00-11:50,1,FE,English,,,
FBM,MHR,MHR3083,Predictive Human Resource Analytics (1001),3,Dr. Jiamin TAN,Tue 10:00-11:50,2,ME,English,,,
FBM,MHR,MHR3083,Predictive Human Resource Analytics (1001),3,Dr. Jiamin TAN,Thu 11:00-11:50,1,ME,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1009),3,Dr. Ellen Shuo SHAN,Fri 10:00-11:50,2,FE,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1009),3,Dr. Ellen Shuo SHAN,Tue 13:00-13:50,1,FE,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1001),3,Dr. Qixing LI,Thu 8:00-9:50,2,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1001),3,Dr. Qixing LI,Wed 13:00-13:50,1,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1002),3,Ms. Maggie PAN,Thu 15:00-16:50,2,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1002),3,Ms. Maggie PAN,Fri 16:00-16:50,1,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1003),3,Ms. Maggie PAN,Wed 8:00-9:50,2,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1003),3,Ms. Maggie PAN,Thu 8:00-8:50,1,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1004),3,Dr. Cecilia Xiya ZHANG,Wed 9:00-10:50,2,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1004),3,Dr. Cecilia Xiya ZHANG,Thu 9:00-9:50,1,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1005),3,Dr. Shuchan LUO,Wed 10:00-11:50,2,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1005),3,Dr. Shuchan LUO,Mon 19:00-19:50,1,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1006),3,Dr. Mengmeng LIU,Wed 10:00-11:50,2,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1006),3,Dr. Mengmeng LIU,Mon 15:00-15:50,1,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1007),3,Dr. Uchenna Cyril EZE,Wed 19:00-20:50,2,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1007),3,Dr. Uchenna Cyril EZE,Fri 13:00-13:50,1,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1008),3,Dr. Joao Pedro PIRES DOS REIS MURALHA DELGADO,Thu 9:00-10:50,2,MR,English,,,
FBM,MKT,MKT2003,Principles of Marketing Management (1008),3,Dr. Joao Pedro PIRES DOS REIS MURALHA DELGADO,Mon 17:00-17:50,1,MR,English,,,
FBM,MKT,MKT3023,Marketing Research (1001),3,Dr. Patrick Peng WANG,Tue 14:00-15:50,2,MR,English,,,
FBM,MKT,MKT3023,Marketing Research (1001),3,Dr. Patrick Peng WANG,Tue 16:00-16:50,1,MR,English,,,
FBM,MKT,MKT30338002,Consumer Behaviour (1004),3,Dr. Patrick Peng WANG,Wed 8:00-9:50,2,MR,English,,,
FBM,MKT,MKT30338002,Consumer Behaviour (1004),3,Dr. Patrick Peng WANG,Tue 17:00-17:50,1,MR,English,,,
FBM,MKT,MKT3053,Marketing Internship (1001),3,Dr. Keng Hong NG,Fri 15:00-16:50,2,ME,English,,,
FBM,MKT,MKT30638002,Responsible Marketing (1001),3,Dr. Felix Xiaoyong WEI,Fri 13:00-14:50,2,MR,English,,,
FBM,MKT,MKT30638002,Responsible Marketing (1001),3,Dr. Felix Xiaoyong WEI,Tue 17:00-17:50,1,MR,English,,,
FBM,MKT,MKT3093,Luxury and Fashion Digital Marketing (1002),3,Dr. Shuchan LUO,Mon 10:00-11:50,2,FE,English,,,
FBM,MKT,MKT3093,Luxury and Fashion Digital Marketing (1002),3,Dr. Shuchan LUO,Wed 13:00-13:50,1,FE,English,,,
FBM,MKT,MKT3093,Luxury and Fashion Digital Marketing (1001),3,Dr. Shuchan LUO,Mon 10:00-11:50,2,ME,English,,,
FBM,MKT,MKT3093,Luxury and Fashion Digital Marketing (1001),3,Dr. Shuchan LUO,Wed 13:00-13:50,1,ME,English,,,
FBM,MKT,MKT3103,Digital Content Production and Management (1002),3,Dr. Felix Xiaoyong WEI,Mon 13:00-14:50,2,FE,English,,,
FBM,MKT,MKT3103,Digital Content Production and Management (1002),3,Dr. Felix Xiaoyong WEI,Thu 14:00-14:50,1,FE,English,,,
FBM,MKT,MKT3103,Digital Content Production and Management (1001),3,Dr. Felix Xiaoyong WEI,Mon 13:00-14:50,2,ME,English,,,
FBM,MKT,MKT3103,Digital Content Production and Management (1001),3,Dr. Felix Xiaoyong WEI,Thu 14:00-14:50,1,ME,English,,,
FBM,MKT,MKT4033,Retail Management (1002),3,Dr. Keng Hong NG,Fri 10:00-11:50,2,FE,English,,,
FBM,MKT,MKT4033,Retail Management (1002),3,Dr. Keng Hong NG,Tue 13:00-13:50,1,FE,English,,,
FBM,MKT,MKT4033,Retail Management (1001),3,Dr. Keng Hong NG,Fri 10:00-11:50,2,ME,English,,,
FBM,MKT,MKT4033,Retail Management (1001),3,Dr. Keng Hong NG,Tue 13:00-13:50,1,ME,English,,,
FBM,MKT,MKT4053,Business to Business Marketing (1002),3,Dr. Youssef EL HAOUSSINE,Tue 16:00-17:50,2,FE,English,,,
FBM,MKT,MKT4053,Business to Business Marketing (1002),3,Dr. Youssef EL HAOUSSINE,Thu 11:00-11:50,1,FE,English,,,
FBM,MKT,MKT4053,Business to Business Marketing (1001),3,Dr. Youssef EL HAOUSSINE,Tue 16:00-17:50,2,ME,English,,,
FBM,MKT,MKT4053,Business to Business Marketing (1001),3,Dr. Youssef EL HAOUSSINE,Thu 11:00-11:50,1,ME,English,,,
FHSS,ATS,ENG10138002,Foundations of Language Studies (1001),3,Dr. Zhuojia CHEN,Tue 16:00-17:50,2,MR,English,,,
FHSS,ATS,ENG10138002,Foundations of Language Studies (1001),3,Dr. Zhuojia CHEN,Thu 11:00-11:50,1,MR,English,,,
FHSS,ATS,GTCU2053,Bridging Cultures: Translation as Communication (1001),3,Dr. Zhuojia CHEN,Mon 13:00-14:50,2,GE2021,English,,,
FHSS,ATS,GTCU2053,Bridging Cultures: Translation as Communication (1001),3,Dr. Zhuojia CHEN,Thu 14:00-14:50,1,GE2021,English,,,
FHSS,ATS,TRA10138002,Translating China and the World (1001),3,ATS PT Teacher 1,Fri 10:00-11:50,2,FE,English,,,
FHSS,ATS,TRA10138002,Translating China and the World (1001),3,ATS PT Teacher 1,Tue 13:00-13:50,1,FE,English,,,
FHSS,ATS,TRA2033,Communication and Translation (1001),3,Dr. Tenglong WAN,Mon 15:00-16:50,2,ME,English,,,
FHSS,ATS,TRA2033,Communication and Translation (1001),3,Dr. Tenglong WAN,Thu 11:00-11:50,1,ME,English,,,
FHSS,ATS,TRA2043,Reading Chinese Literature in Translation (1001),3,Dr. Xi XU,Thu 9:00-10:50,2,ME,English,,,
FHSS,ATS,TRA2043,Reading Chinese Literature in Translation (1001),3,Dr. Xi XU,Mon 11:00-11:50,1,ME,English,,,
FHSS,ATS,TRA2083,General Translation (1001),3,Dr. Eunice Yunduan GAO,Mon 9:00-10:50,2,MR,English,,,
FHSS,ATS,TRA2083,General Translation (1001),3,Dr. Eunice Yunduan GAO,Fri 15:00-15:50,1,MR,English,,,
FHSS,ATS,TRA3013,English for Translators (1001),3,Prof. Tze Ki Jackson HON,Thu 9:00-11:50,3,MR,English,,,
FHSS,ATS,TRA3013,English for Translators (1002),3,Prof. Tze Ki Jackson HON,Thu 9:00-11:50,3,FE,English,,,
FHSS,ATS,TRA3063,Media Translation (1001),3,Dr. Kangte LUO,Thu 15:00-16:50,2,MR,English,,,
FHSS,ATS,TRA3063,Media Translation (1001),3,Dr. Kangte LUO,Wed 13:00-13:50,1,MR,English,,,
FHSS,ATS,TRA3083,General Interpreting (1001),3,Dr. Kangte LUO,Wed 9:00-11:50,3,MR,English,,,
FHSS,ATS,TRA3113,Commercial Translation (1001),3,Dr. Zhuojia CHEN,Fri 10:00-11:50,2,FE,English,,,
FHSS,ATS,TRA3113,Commercial Translation (1001),3,Dr. Zhuojia CHEN,Tue 13:00-13:50,1,FE,English,,,
FHSS,ATS,TRA3143,Audiovisual Translation and Technology (1001),3,Dr. Kangte LUO,Tue 14:00-16:50,3,ME,English,,,
FHSS,ATS,TRA4053,Special Topics in Translation (1001),3,Dr. Eunice Yunduan GAO,Fri 13:00-14:50,2,ME,English,,,
FHSS,ATS,TRA4053,Special Topics in Translation (1001),3,Dr. Eunice Yunduan GAO,Tue 10:00-10:50,1,ME,English,,,
FHSS,ATS,TRA4073,Translation Theories and Philosophies (1001),3,Dr. Eunice Yunduan GAO,Tue 14:00-16:50,3,MR,English,,,
FHSS,CCGC,CCGC2003,Topics in Chinese Intellectual History (1001),3,Prof. Shawn Xiang WANG,Mon 10:00-11:50,2,MR,English,,,
FHSS,CCGC,CCGC2003,Topics in Chinese Intellectual History (1001),3,Prof. Shawn Xiang WANG,Tue 11:00-11:50,1,MR,English,,,
FHSS,CCGC,CCGC2033,Chinese Philology (1001),3,Dr. Jianing CHEN,Fri 10:00-11:50,2,FE,English,,,
FHSS,CCGC,CCGC2033,Chinese Philology (1001),3,Dr. Jianing CHEN,Tue 13:00-13:50,1,FE,English,,,
FHSS,CCGC,CCGC3003,Traditional Chinese Civilization in the Global Context (1001),3,Dr. Xiaolong DIAO,Mon 15:00-16:50,2,MR,English,,,
FHSS,CCGC,CCGC3003,Traditional Chinese Civilization in the Global Context (1001),3,Dr. Xiaolong DIAO,Tue 14:00-14:50,1,MR,English,,,
FHSS,CCGC,CCGC3013,Language and Cross-Cultural Communication (1001),3,Dr. Jianing CHEN,Mon 9:00-10:50,2,MR,English,,,
FHSS,CCGC,CCGC3013,Language and Cross-Cultural Communication (1001),3,Dr. Jianing CHEN,Thu 11:00-11:50,1,MR,English,,,
FHSS,CCGC,CCGC3023,History of Western Sinology (1001),3,Dr. Wei Chin WONG,Fri 14:00-15:50,2,MR,English,,,
FHSS,CCGC,CCGC3023,History of Western Sinology (1001),3,Dr. Wei Chin WONG,Wed 13:00-13:50,1,MR,English,,,
FHSS,CCGC,CCGC3053,East Asian Sinology (1001),3,Dr. Xiaolong DIAO,Mon 13:00-14:50,2,FE,English,,,
FHSS,CCGC,CCGC3053,East Asian Sinology (1001),3,Dr. Xiaolong DIAO,Thu 14:00-14:50,1,FE,English,,,
FHSS,CCGC,CCGC3053,East Asian Sinology (1002),3,Dr. Xiaolong DIAO,Mon 13:00-14:50,2,ME,English,,,
FHSS,CCGC,CCGC3053,East Asian Sinology (1002),3,Dr. Xiaolong DIAO,Thu 14:00-14:50,1,ME,English,,,
FHSS,CCGC,CCGC3063,Chinese Classics and Their Global Circulation (1001),3,Dr. Sara Kar Bo WONG,Tue 8:00-9:50,2,FE,English,,,
FHSS,CCGC,CCGC3063,Chinese Classics and Their Global Circulation (1001),3,Dr. Sara Kar Bo WONG,Thu 13:00-13:50,1,FE,English,,,
FHSS,CCGC,CCGC3093,Understanding Communication in Chinese Culture (1001),3,Dr. Wei Chin WONG,Wed 9:00-10:50,2,ME,English,,,
FHSS,CCGC,CCGC3093,Understanding Communication in Chinese Culture (1001),3,Dr. Wei Chin WONG,Thu 15:00-15:50,1,ME,English,,,
FHSS,CCGC,CCGC4013,Eminent Sinologists and Their Works (1001),3,Dr. Georgiy GREBNYEV,Mon 9:00-10:50,2,MR,English,,,
FHSS,CCGC,CCGC4013,Eminent Sinologists and Their Works (1001),3,Dr. Georgiy GREBNYEV,Fri 14:00-14:50,1,MR,English,,,
FHSS,CCGC,CCGC4073,Chinese Cultural Resources and Creative Industries (1001),3,Dr. Mengqi LI,Tue 10:00-11:50,2,ME,English,,,
FHSS,CCGC,CCGC4073,Chinese Cultural Resources and Creative Industries (1001),3,Dr. Mengqi LI,Thu 16:00-16:50,1,ME,English,,,
FHSS,CCGC,GFHC1003,Religion and the Arts: Eastern Traditions (1001),3,Dr. Jianing CHEN,Mon 13:00-14:50,2,GE2021,English,,,
FHSS,CCGC,GFHC1003,Religion and the Arts: Eastern Traditions (1001),3,Dr. Jianing CHEN,Thu 14:00-14:50,1,GE2021,English,,,
FHSS,CCGC,GFHC1013,Religion and the Arts: Western Traditions (1001),3,Dr. Wm. Andrew SCHWARTZ,Fri 10:00-11:50,2,GE2021,English,,,
FHSS,CCGC,GFHC1013,Religion and the Arts: Western Traditions (1001),3,Dr. Wm. Andrew SCHWARTZ,Tue 13:00-13:50,1,GE2021,English,,,
FHSS,CCGC,GFHC1023,Traditional East Asia (1001),3,Dr. Xiaolong DIAO,Tue 8:00-9:50,2,GE2021,English,,,
FHSS,CCGC,GFHC1023,Traditional East Asia (1001),3,Dr. Xiaolong DIAO,Thu 13:00-13:50,1,GE2021,English,,,
FHSS,CCGC,GFHC1043,History of Southeast Asia (1001),3,Dr. Wei Chin WONG,Mon 13:00-14:50,2,GE2021,English,,,
FHSS,CCGC,GFHC1043,History of Southeast Asia (1001),3,Dr. Wei Chin WONG,Thu 14:00-14:50,1,GE2021,English,,,
FHSS,CCGC,GFHC1113,China and Early Civilizations (1001),3,Dr. Sara Kar Bo WONG,Fri 10:00-11:50,2,GE2021,English,,,
FHSS,CCGC,GFHC1113,China and Early Civilizations (1001),3,Dr. Sara Kar Bo WONG,Tue 13:00-13:50,1,GE2021,English,,,
FHSS,CCGC,GTSC2173,Natural Language Processing in the Humanities (1001),3,Dr. Georgiy GREBNYEV,Fri 10:00-11:50,2,GE2021,English,,,
FHSS,CCGC,GTSC2173,Natural Language Processing in the Humanities (1001),3,Dr. Georgiy GREBNYEV,Tue 13:00-13:50,1,GE2021,English,,,
FHSS,CFLC,FREN1003,French II (1001),3,Ms. Sophie DUBOIS-PEPIN,Tue 8:00-9:50,2,FE,English,To be reviewed case by case (basic proficiency of the language is required),,
FHSS,CFLC,FREN1003,French II (1001),3,Ms. Sophie DUBOIS-PEPIN,Thu 13:00-13:50,1,FE,English,To be reviewed case by case (basic proficiency of the language is required),,
FHSS,CFLC,FREN1003,French II (1002),3,Ms. Sophie DUBOIS-PEPIN,Fri 10:00-11:50,2,FE,English,To be reviewed case by case (basic proficiency of the language is required),,
FHSS,CFLC,FREN1003,French II (1002),3,Ms. Sophie DUBOIS-PEPIN,Tue 13:00-13:50,1,FE,English,To be reviewed case by case (basic proficiency of the language is required),,
FHSS,CFLC,FREN1013,French I (1005),3,Ms. Johanna Clio METIVIER,Tue 8:00-9:50,2,FE,English,,,
FHSS,CFLC,FREN1013,French I (1005),3,Ms. Johanna Clio METIVIER,Thu 13:00-13:50,1,FE,English,,,
FHSS,CFLC,FREN1013,French I (1004),3,Ms. Johanna Clio METIVIER,Mon 13:00-14:50,2,FE,English,,,
FHSS,CFLC,FREN1013,French I (1004),3,Ms. Johanna Clio METIVIER,Thu 14:00-14:50,1,FE,English,,,
FHSS,CFLC,FREN1013,French I (1001),3,Ms. Sophie DUBOIS-PEPIN,Mon 13:00-14:50,2,FE,English,,,
FHSS,CFLC,FREN1013,French I (1001),3,Ms. Sophie DUBOIS-PEPIN,Thu 14:00-14:50,1,FE,English,,,
FHSS,CFLC,FREN1013,French I (1006),3,Ms. Johanna Clio METIVIER,Mon 9:00-10:50,2,FE,English,,,
FHSS,CFLC,FREN1013,French I (1006),3,Ms. Johanna Clio METIVIER,Fri 9:00-9:50,1,FE,English,,,
FHSS,CFLC,FREN1013,French I (1007),3,Ms. Johanna Clio METIVIER,Fri 13:00-14:50,2,FE,English,,,
FHSS,CFLC,FREN1013,French I (1007),3,Ms. Johanna Clio METIVIER,Tue 14:00-14:50,1,FE,English,,,
FHSS,CFLC,FREN1013,French I (1002),3,Ms. Sophie DUBOIS-PEPIN,Mon 10:00-11:50,2,FE,English,,,
FHSS,CFLC,FREN1013,French I (1002),3,Ms. Sophie DUBOIS-PEPIN,Thu 11:00-11:50,1,FE,English,,,
FHSS,CFLC,FREN1013,French I (1003),3,Ms. Sophie DUBOIS-PEPIN,Fri 14:00-15:50,2,FE,English,,,
FHSS,CFLC,FREN1013,French I (1003),3,Ms. Sophie DUBOIS-PEPIN,Tue 10:00-10:50,1,FE,English,,,
FHSS,CFLC,FREN2023,French Culture (1001),3,Ms. Johanna Clio METIVIER,Fri 10:00-11:50,2,FE,English,,,
FHSS,CFLC,FREN2023,French Culture (1001),3,Ms. Johanna Clio METIVIER,Tue 13:00-13:50,1,FE,English,,,
FHSS,CFLC,GERM1003,German II (1001),3,Dr. Wilhelmus Johannes Helmut WARMENHOVEN,Mon 13:00-14:50,2,FE,English,To be reviewed case by case (basic proficiency of the language is required),,
FHSS,CFLC,GERM1003,German II (1001),3,Dr. Wilhelmus Johannes Helmut WARMENHOVEN,Thu 14:00-14:50,1,FE,English,To be reviewed case by case (basic proficiency of the language is required),,
FHSS,CFLC,GERM1003,German II (1002),3,Dr. Wilhelmus Johannes Helmut WARMENHOVEN,Fri 10:00-11:50,2,FE,English,To be reviewed case by case (basic proficiency of the language is required),,
FHSS,CFLC,GERM1003,German II (1002),3,Dr. Wilhelmus Johannes Helmut WARMENHOVEN,Tue 13:00-13:50,1,FE,English,To be reviewed case by case (basic proficiency of the language is required),,
FHSS,CFLC,GERM1023,German I (1003),3,Dr. Wilhelmus Johannes Helmut WARMENHOVEN,Tue 8:00-9:50,2,FE,English,,,
FHSS,CFLC,GERM1023,German I (1003),3,Dr. Wilhelmus Johannes Helmut WARMENHOVEN,Thu 13:00-13:50,1,FE,English,,,
