Courses List for Exchange-in students_Sem 1 of 2025-2026,,,,,,,,,,,,
"Sorted by Offering Unit, Offering Programme & Course Code",,,,,,,,,,as of 20250520,,
"Offering
Unit","Offering
Programme",Course Code,Course Name,"Units
(Credits)",Teachers,Schedule,Hours,"Course
Category",Medium of Instruction (MOI),Remark,,
FST,CST,COMP1023,Foundations of C Programming (1001),3,Dr. Judy Xin FENG,Fri 14:00-15:50,2,MR,English,,,
FST,CST,COMP1023,Foundations of C Programming (1002),3,Dr. Chunyan JI,Wed 10:00-11:50,2,MR,English,,,
FST,CST,COMP1023,Foundations of C Programming (1002),3,Dr. Chunyan JI,Fri 13:00-14:50,2,MR,English,,,
FST,CST,COMP1023,Foundations of C Programming (1008),3,Dr. Judy Xin FENG,Mon 13:00-14:50,2,FE,English,,,
FST,CST,COMP1023,Foundations of C Programming (1008),3,Dr. Judy Xin FENG,Thu 14:00-14:50,1,FE,English,,,
FST,CST,COMP1043,Competitive Programming (1001),3,Dr. Jiaxing CHEN,Fri 10:00-11:50,2,FE,English,,,
FST,CST,COMP1043,Competitive Programming (1001),3,Dr. Jiaxing CHEN,Tue 13:00-13:50,1,FE,English,,,
FST,CST,COMP2003,Data Structures and Algorithms (1003),3,Prof. Amy Hui ZHANG,Fri 15:00-16:50,2,MR,English,,,
FST,CST,COMP2003,Data Structures and Algorithms (1003),3,Prof. Amy Hui ZHANG,Wed 13:00-13:50,1,MR,English,,,
FST,CST,COMP2003,Data Structures and Algorithms (1001),3,Dr. Jianxiong GUO,Fri 13:00-14:50,2,MR,English,,,
FST,CST,COMP2003,Data Structures and Algorithms (1001),3,Dr. Jianxiong GUO,Wed 13:00-13:50,1,MR,English,,,
FST,CST,COMP2003,Data Structures and Algorithms (1004),3,Dr. Jianxiong GUO,Fri 13:00-14:50,2,FE,English,,,
FST,CST,COMP2003,Data Structures and Algorithms (1004),3,Dr. Jianxiong GUO,Wed 13:00-13:50,1,FE,English,,,
FST,CST,COMP3013,Database Management Systems (1001),3,Dr. Goliath Zhiyuan LI,Thu 15:00-16:50,2,MR,English,,,
FST,CST,COMP3013,Database Management Systems (1001),3,Dr. Goliath Zhiyuan LI,Mon 15:00-15:50,1,MR,English,,,
FST,CST,COMP3013,Database Management Systems (1002),3,Dr. Jefferson FONG,Wed 10:00-11:50,2,MR,English,,,
FST,CST,COMP3013,Database Management Systems (1002),3,Dr. Jefferson FONG,Thu 17:00-17:50,1,MR,English,,,
FST,CST,COMP3013,Database Management Systems (1004),3,Dr. Goliath Zhiyuan LI,Thu 15:00-16:50,2,FE,English,,,
FST,CST,COMP3013,Database Management Systems (1004),3,Dr. Goliath Zhiyuan LI,Mon 15:00-15:50,1,FE,English,,,
FST,CST,COMP3013,Database Management Systems (1005),3,Dr. Jefferson FONG,Wed 10:00-11:50,2,FE,English,,,
FST,CST,COMP3013,Database Management Systems (1005),3,Dr. Jefferson FONG,Thu 17:00-17:50,1,FE,English,,,
FST,CST,COMP3073,Introduction to Robotics (1002),3,Prof. Qingguo WANG,Thu 15:00-16:50,2,ME,English,,,
FST,CST,COMP3073,Introduction to Robotics (1002),3,Prof. Qingguo WANG,Mon 15:00-15:50,1,ME,English,,,
FST,CST,COMP3173,Compiler Construction (1001),3,Dr. Goliath Zhiyuan LI,Wed 10:00-11:50,2,MR,English,,,
FST,CST,COMP3173,Compiler Construction (1001),3,Dr. Goliath Zhiyuan LI,Fri 9:00-9:50,1,MR,English,,,
FST,CST,COMP4003,Theory of Computation (1001),3,Dr. Goliath Zhiyuan LI,Mon 16:00-17:50,2,ME,English,,,
FST,CST,COMP4003,Theory of Computation (1001),3,Dr. Goliath Zhiyuan LI,Wed 13:00-13:50,1,ME,English,,,
FST,CST,COMP4043,Data Mining and Knowledge Discovery (1001),3,Prof. Hongjian SHI,Fri 14:00-15:50,2,ME,English,,,
FST,CST,COMP4043,Data Mining and Knowledge Discovery (1001),3,Prof. Hongjian SHI,Tue 14:00-14:50,1,ME,English,,,
FST,CST,COMP4083,"E-technology Architectures, Tools and Applications (1001)",3,Dr. Sunny Seon Phil JEONG,Tue 15:00-16:50,2,ME,English,,,
FST,CST,COMP4083,"E-technology Architectures, Tools and Applications (1001)",3,Dr. Sunny Seon Phil JEONG,Thu 19:00-19:50,1,ME,English,,,
FST,CST,COMP4093,Internet and the World Wide Web (1001),3,Dr. Ricky Yuen-Tan HOU,Thu 15:00-16:50,2,ME,English,,,
FST,CST,COMP4093,Internet and the World Wide Web (1001),3,Dr. Ricky Yuen-Tan HOU,Mon 15:00-15:50,1,ME,English,,,
FST,CST,COMP4163,Neural Networks and Deep Learning (1004),3,Dr. Jefferson FONG,Fri 14:00-15:50,2,ME,English,,,
FST,CST,COMP4163,Neural Networks and Deep Learning (1004),3,Dr. Jefferson FONG,Tue 14:00-14:50,1,ME,English,,,
FST,CST,COMP4223,Deep Learning for Computer Vision (1001),3,Prof. Amy Hui ZHANG,Tue 15:00-16:50,2,ME,English,,,
FST,CST,COMP4223,Deep Learning for Computer Vision (1001),3,Prof. Amy Hui ZHANG,Fri 13:00-13:50,1,ME,English,,,
FST,CST,COMP4243,Mathematical and Computing Methods (1001),3,Dr. Chenhao WANG,Mon 16:00-17:50,2,ME,English,,,
FST,CST,COMP4243,Mathematical and Computing Methods (1001),3,Dr. Chenhao WANG,Wed 13:00-13:50,1,ME,English,,,
FST,CST,DS4023,Machine Learning (1002),3,Dr. Jianxiong GUO,Mon 10:00-11:50,2,MR,English,,,
FST,CST,DS4023,Machine Learning (1002),3,Dr. Jianxiong GUO,Fri 9:00-9:50,1,MR,English,,,
FST,CST,DS4023,Machine Learning (1005),3,Dr. Jianxiong GUO,Mon 10:00-11:50,2,FE,English,,,
FST,CST,DS4023,Machine Learning (1005),3,Dr. Jianxiong GUO,Fri 9:00-9:50,1,FE,English,,,
FST,CST,GFQR1003,A Journey with Data (1001),3,Dr. Sunny Seon Phil JEONG,Mon 19:00-20:50,2,GE2021,English,,,
FST,CST,GFQR1003,A Journey with Data (1001),3,Dr. Sunny Seon Phil JEONG,Tue 13:00-13:50,1,GE2021,English,,,
FST,CST,GFQR1003,A Journey with Data (1002),3,Ms. Yanyan JI,Mon 13:00-14:50,2,GE2021,English,,,
FST,CST,GFQR1003,A Journey with Data (1002),3,Ms. Yanyan JI,Thu 14:00-14:50,1,GE2021,English,,,
FST,CST,GFQR1003,A Journey with Data (1003),3,Dr. Jefferson FONG,Tue 8:00-9:50,2,GE2021,English,,,
FST,CST,GFQR1003,A Journey with Data (1003),3,Dr. Jefferson FONG,Thu 13:00-13:50,1,GE2021,English,,,
FST,CST,GFQR1003,A Journey with Data (1004),3,Ms. Yanyan JI,Wed 14:00-15:50,2,GE2021,English,,,
FST,CST,GFQR1003,A Journey with Data (1004),3,Ms. Yanyan JI,Tue 13:00-13:50,1,GE2021,English,,,
FST,CST,GLD2053,"Global Digital Transformation: AI, IoT and Blockchain (1001)",3,Dr. Sunny Seon Phil JEONG,Thu 16:00-17:50,2,MR,English,,,
FST,CST,GLD2053,"Global Digital Transformation: AI, IoT and Blockchain (1001)",3,Dr. Sunny Seon Phil JEONG,Mon 15:00-15:50,1,MR,English,,,
FST,CST,GTSC2093,IT for Success in Everyday Life and Work (1001),3,Dr. Chunyan JI,Mon 9:00-11:50,3,GE2021,English,,,
FST,CST,GTSC2093,IT for Success in Everyday Life and Work (1002),3,Ms. Yanyan JI,Wed 9:00-11:50,3,GE2021,English,,,
FST,CST,GTSC2093,IT for Success in Everyday Life and Work (1003),3,Mr. Jing HE,Thu 9:00-11:50,3,GE2021,English,,,
FST,CST,GTSC2093,IT for Success in Everyday Life and Work (1004),3,Dr. Chenhao WANG,Wed 18:00-20:50,3,GE2021,English,,,
FST,CST,GTSC2093,IT for Success in Everyday Life and Work (1005),3,Dr. Damien Jean Maxime MAZEAS,Wed 18:00-20:50,3,GE2021,English,,,
FST,CST,MATH1123,Calculus for Science and Engineering (1003),3,Prof. Qingguo WANG,Tue 10:00-11:50,2,MR,English,,,
FST,CST,MATH1123,Calculus for Science and Engineering (1003),3,Prof. Qingguo WANG,Thu 11:00-11:50,1,MR,English,,,
FST,CST,MATH2003,Discrete Structures (1001),3,Dr. Judy Xin FENG,Fri 8:00-9:50,2,MR,English,,,
FST,CST,MATH2003,Discrete Structures (1001),3,Dr. Judy Xin FENG,Mon 10:00-10:50,1,MR,English,,,
FST,DS,AI2033,Probability and Statistics (1002),3,Mr. Tian TANG,Fri 10:00-11:50,2,FE,English,,,
FST,DS,AI2033,Probability and Statistics (1002),3,Mr. Tian TANG,Tue 13:00-13:50,1,FE,English,,,
FST,DS,COMP1023,Foundations of C Programming (1003),3,Dr. Donald Donglong CHEN,Wed 10:00-11:50,2,MR,English,,,
FST,DS,COMP1023,Foundations of C Programming (1003),3,Dr. Donald Donglong CHEN,Thu 15:00-16:50,2,MR,English,,,
FST,DS,COMP1023,Foundations of C Programming (1004),3,Prof. Zhe XUANYUAN,Tue 14:00-15:50,2,MR,English,,,
FST,DS,COMP1023,Foundations of C Programming (1004),3,Prof. Zhe XUANYUAN,Thu 15:00-16:50,2,MR,English,,,
FST,DS,COMP2003,Data Structures and Algorithms (1007),3,Prof. Zhe XUANYUAN,Tue 16:00-17:50,2,MR,English,,,
FST,DS,COMP2003,Data Structures and Algorithms (1007),3,Prof. Zhe XUANYUAN,Thu 11:00-11:50,1,MR,English,,,
FST,DS,COMP2003,Data Structures and Algorithms (1008),3,Dr. Rui MENG,Tue 16:00-17:50,2,MR,English,,,
FST,DS,COMP2003,Data Structures and Algorithms (1008),3,Dr. Rui MENG,Fri 13:00-13:50,1,MR,English,,,
FST,DS,COMP3023,Design and Analysis of Algorithms (1001),3,Dr. Rui MENG,Thu 10:00-11:50,2,MR,English,,,
FST,DS,COMP3023,Design and Analysis of Algorithms (1001),3,Dr. Rui MENG,Tue 10:00-10:50,1,MR,English,,,
FST,DS,COMP3023,Design and Analysis of Algorithms (1002),3,Dr. Xiaowen BI,Mon 10:00-11:50,2,MR,English,,,
FST,DS,COMP3023,Design and Analysis of Algorithms (1002),3,Dr. Xiaowen BI,Tue 10:00-10:50,1,MR,English,,,
FST,DS,COMP3083,Numerical Computation (1001),3,Mr. Tian TANG,Mon 16:00-17:50,2,ME,English,,,
FST,DS,COMP3083,Numerical Computation (1001),3,Mr. Tian TANG,Wed 13:00-13:50,1,ME,English,,,
FST,DS,COMP4163,Neural Networks and Deep Learning (1002),3,Dr. Jude Shengxin ZHU,Mon 10:00-11:50,2,MR,English,,,
FST,DS,COMP4163,Neural Networks and Deep Learning (1002),3,Dr. Jude Shengxin ZHU,Thu 11:00-11:50,1,MR,English,,,
FST,DS,COMP4163,Neural Networks and Deep Learning (1003),3,Dr. Thomas Canhao XU,Wed 10:00-11:50,2,MR,English,,,
FST,DS,COMP4163,Neural Networks and Deep Learning (1003),3,Dr. Thomas Canhao XU,Fri 9:00-9:50,1,MR,English,,,
FST,DS,DS1013,Python Programming for Beginners (1001),3,Dr. Fang XIE,Tue 8:00-9:50,2,FE,English,,,
FST,DS,DS1013,Python Programming for Beginners (1001),3,Dr. Fang XIE,Thu 13:00-13:50,1,FE,English,,,
FST,DS,DS1013,Python Programming for Beginners (1002),3,Dr. Dan WANG,Mon 13:00-14:50,2,FE,English,,,
FST,DS,DS1013,Python Programming for Beginners (1002),3,Dr. Dan WANG,Thu 14:00-14:50,1,FE,English,,,
FST,DS,DS2053,Probability and Mathematical Statistics (1001),3,Mr. Tian TANG,Fri 13:00-14:50,2,MR,English,,,
FST,DS,DS2053,Probability and Mathematical Statistics (1001),3,Mr. Tian TANG,Wed 10:00-10:50,1,MR,English,,,
FST,DS,DS2053,Probability and Mathematical Statistics (1002),3,Dr. Yujia HU,Mon 10:00-11:50,2,MR,English,,,
FST,DS,DS2053,Probability and Mathematical Statistics (1002),3,Dr. Yujia HU,Fri 9:00-9:50,1,MR,English,,,
FST,DS,DS3063,Computational Statistics and Programming (1001),3,Dr. Yujia HU,Fri 14:00-15:50,2,ME,English,,,
FST,DS,DS3063,Computational Statistics and Programming (1001),3,Dr. Yujia HU,Tue 14:00-14:50,1,ME,English,,,
FST,DS,DS4053,Introduction to Bioinformatics (1002),3,Dr. Dan WANG,Fri 14:00-15:50,2,ME,English,,,
FST,DS,DS4053,Introduction to Bioinformatics (1002),3,Dr. Dan WANG,Tue 14:00-14:50,1,ME,English,,,
FST,DS,DS4073,Introduction to Data Visualisation (1003),3,Dr. Fang XIE,Tue 15:00-16:50,2,ME,English,,,
FST,DS,DS4073,Introduction to Data Visualisation (1003),3,Dr. Fang XIE,Mon 9:00-9:50,1,ME,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1001),3,Dr. Yujia HU,Tue 8:00-9:50,2,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1001),3,Dr. Yujia HU,Thu 13:00-13:50,1,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1002),3,Dr. Donald Donglong CHEN,Mon 13:00-14:50,2,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1002),3,Dr. Donald Donglong CHEN,Thu 14:00-14:50,1,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1003),3,Dr. Thomas Canhao XU,Fri 10:00-11:50,2,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1003),3,Dr. Thomas Canhao XU,Tue 13:00-13:50,1,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1004),3,Dr. Zhijian LI,Tue 8:00-9:50,2,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1004),3,Dr. Zhijian LI,Thu 13:00-13:50,1,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1005),3,Dr. Fang XIE,Mon 13:00-14:50,2,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1005),3,Dr. Fang XIE,Thu 14:00-14:50,1,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1006),3,Dr. Xiaowen BI,Fri 10:00-11:50,2,GE2021,English,,,
FST,DS,GFQR1013,Hands On Data Analytics for Everyone (1006),3,Dr. Xiaowen BI,Tue 13:00-13:50,1,GE2021,English,,,
FST,DS,OR4023,Optimization (1001),3,Mr. Tian TANG,Mon 10:00-11:50,2,MR,English,,,
FST,DS,OR4023,Optimization (1001),3,Mr. Tian TANG,Wed 11:00-11:50,1,MR,English,,,
FST,DS,OR4023,Optimization (1002),3,Dr. Zhijian LI,Thu 10:00-11:50,2,MR,English,,,
FST,DS,OR4023,Optimization (1002),3,Dr. Zhijian LI,Fri 16:00-16:50,1,MR,English,,,
FST,DS,STAT4073,Data Mining (1001),3,Dr. Zhijian LI,Wed 9:00-10:50,2,MR,English,,,
FST,DS,STAT4073,Data Mining (1001),3,Dr. Zhijian LI,Fri 9:00-9:50,1,MR,English,,,
FST,DS,STAT4073,Data Mining (1002),3,Dr. Rui MENG,Wed 10:00-11:50,2,MR,English,,,
FST,DS,STAT4073,Data Mining (1002),3,Dr. Rui MENG,Thu 9:00-9:50,1,MR,English,,,
FST,ENVS,BIOL2023,Conservation Ecology (1001),3,Dr. Danny Chi Man LEONG,Mon 8:00-9:50,2,MR,English,,,
FST,ENVS,BIOL2023,Conservation Ecology (1001),3,Dr. Danny Chi Man LEONG,Thu 11:00-11:50,1,MR,English,,,
FST,ENVS,BIOL2023,Conservation Ecology (1002),3,Dr. Danny Chi Man LEONG,Mon 8:00-9:50,2,FE,English,,,
FST,ENVS,BIOL2023,Conservation Ecology (1002),3,Dr. Danny Chi Man LEONG,Thu 11:00-11:50,1,FE,English,,,
FST,ENVS,BIOL2103,Biology and Ecology Laboratory (1001),3,Ms. Veronica Qin GONG & Mr. Car Zhihui WU,Fri 13:00-16:50,4,MR,English,,,
FST,ENVS,BIOL3003,Environmental Health and Toxicology (1001),3,Dr. Donald Chiu-Hong LEE,Wed 10:00-11:50,2,MR,English,,,
FST,ENVS,BIOL3003,Environmental Health and Toxicology (1001),3,Dr. Donald Chiu-Hong LEE,Mon 16:00-16:50,1,MR,English,,,
FST,ENVS,CHEM3013,Chemical Analysis (1001),3,Dr. Donald Chiu-Hong LEE,Thu 10:00-11:50,2,ME,English,,,
FST,ENVS,CHEM3013,Chemical Analysis (1001),3,Dr. Donald Chiu-Hong LEE,Mon 17:00-17:50,1,ME,English,,,
FST,ENVS,ENV1003,Climate Change (1001),3,Dr. Danny Chi Man LEONG,Fri 10:00-11:50,2,FE,English,,,
FST,ENVS,ENV1003,Climate Change (1001),3,Dr. Danny Chi Man LEONG,Tue 13:00-13:50,1,FE,English,,,
FST,ENVS,ENV1043,Introduction to Environmental Science (1001),3,Dr. Yingcan ZHAO,Mon 16:00-17:50,2,MR,English,,,
FST,ENVS,ENV1043,Introduction to Environmental Science (1001),3,Dr. Yingcan ZHAO,Tue 11:00-11:50,1,MR,English,,,
FST,ENVS,ENV1043,Introduction to Environmental Science (1002),3,Dr. Yingcan ZHAO,Mon 16:00-17:50,2,FE,English,,,
FST,ENVS,ENV1043,Introduction to Environmental Science (1002),3,Dr. Yingcan ZHAO,Tue 11:00-11:50,1,FE,English,,,
FST,ENVS,ENV3013,Sustainable Environmental Management (1001),3,Dr. SiuTai TSIM,Tue 10:00-11:50,2,MR,English,,,
FST,ENVS,ENV3013,Sustainable Environmental Management (1001),3,Dr. SiuTai TSIM,Fri 9:00-9:50,1,MR,English,,,
FST,ENVS,ENV3013,Sustainable Environmental Management (1002),3,Dr. SiuTai TSIM,Tue 10:00-11:50,2,FE,English,,,
FST,ENVS,ENV3013,Sustainable Environmental Management (1002),3,Dr. SiuTai TSIM,Fri 9:00-9:50,1,FE,English,,,
FST,ENVS,ENV3043,Environmental Study Laboratory (1001),3,Dr. Donald Chiu-Hong LEE,Tue 14:00-17:50,4,MR,English,,,
FST,ENVS,ENV3053,Environmental Nanotechnology (1001),3,Dr. Yingcan ZHAO,Fri 13:00-14:50,2,ME,English,,,
FST,ENVS,ENV3053,Environmental Nanotechnology (1001),3,Dr. Yingcan ZHAO,Wed 9:00-9:50,1,ME,English,,,
FST,ENVS,ENV3073,Introduction to Geographic Information Systems for Environmental Management (1001),3,Dr. Eason Xun LI,Thu 15:00-16:50,2,ME,English,,,
FST,ENVS,ENV3073,Introduction to Geographic Information Systems for Environmental Management (1001),3,Dr. Eason Xun LI,Mon 15:00-15:50,1,ME,English,,,
FST,ENVS,ENV3073,Introduction to Geographic Information Systems for Environmental Management (1002),3,Dr. Eason Xun LI,Thu 15:00-16:50,2,FE,English,,,
FST,ENVS,ENV3073,Introduction to Geographic Information Systems for Environmental Management (1002),3,Dr. Eason Xun LI,Mon 15:00-15:50,1,FE,English,,,
FST,ENVS,ENV3193,Carbon Technology and Renewable Energy (1001),3,ENVS New Teacher 1,Mon 13:00-14:50,2,FE,English,,,
FST,ENVS,ENV3193,Carbon Technology and Renewable Energy (1001),3,ENVS New Teacher 1,Thu 14:00-14:50,1,FE,English,,,
FST,ENVS,ENV4003,Green Business Management (1001),3,Dr. SiuTai TSIM,Fri 10:00-11:50,2,ME,English,,,
FST,ENVS,ENV4003,Green Business Management (1001),3,Dr. SiuTai TSIM,Tue 13:00-13:50,1,ME,English,,,
FST,ENVS,ENV4003,Green Business Management (1002),3,Dr. SiuTai TSIM,Fri 10:00-11:50,2,FE,English,,,
FST,ENVS,ENV4003,Green Business Management (1002),3,Dr. SiuTai TSIM,Tue 13:00-13:50,1,FE,English,,,
FST,ENVS,ENV4043,Selected Topics in Environmental Science (1001),3,Dr. Mingming GE,Mon 10:00-11:50,2,ME,English,,,
FST,ENVS,ENV4043,Selected Topics in Environmental Science (1001),3,Dr. Mingming GE,Wed 13:00-13:50,1,ME,English,,,
FST,ENVS,GTSU2063,How to Build a Green City? Challenges and Solutions (1001),3,Dr. SiuTai TSIM,Mon 13:00-14:50,2,GE2021,English,,,
FST,ENVS,GTSU2063,How to Build a Green City? Challenges and Solutions (1001),3,Dr. SiuTai TSIM,Thu 14:00-14:50,1,GE2021,English,,,
FST,ENVS,PHYS2003,Principles of Physics (1001),3,Dr. Zijian WANG,Tue 8:00-9:50,2,FE,English,,,
FST,ENVS,PHYS2003,Principles of Physics (1001),3,Dr. Zijian WANG,Thu 13:00-13:50,1,FE,English,,,
FST,ENVS,SCIT1023,Laboratory Safety (1001),1,Mr. Car Zhihui WU,Thu 10:00-11:50,2,MR,English,,,
FST,ENVS,STAT1013,Introduction to Probability and Statistics (1001),3,Dr. Ahmed Abdelnabi Mohamed Mohamed Attia ELSAWAH,Thu 9:00-10:50,2,MR,English,,,
FST,ENVS,STAT1013,Introduction to Probability and Statistics (1001),3,Dr. Ahmed Abdelnabi Mohamed Mohamed Attia ELSAWAH,Mon 16:00-16:50,1,MR,English,,,
FST,FM,COMP3153,C++ Programming Language (1001),3,Dr. Eric Pengfei ZHAO,Tue 14:00-15:50,2,MR,English,,,
FST,FM,COMP3153,C++ Programming Language (1001),3,Dr. Eric Pengfei ZHAO,Fri 13:00-13:50,1,MR,English,,,
FST,FM,COMP3153,C++ Programming Language (1002),3,Dr. Eric Pengfei ZHAO,Wed 10:00-11:50,2,MR,English,,,
FST,FM,COMP3153,C++ Programming Language (1002),3,Dr. Eric Pengfei ZHAO,Fri 9:00-9:50,1,MR,English,,,
FST,FM,ECON2103,Microeconomics (1001),3,Dr. Tianhao ZHI,Tue 10:00-11:50,2,MR,English,,,
FST,FM,ECON2103,Microeconomics (1001),3,Dr. Tianhao ZHI,Thu 9:00-9:50,1,MR,English,,,
FST,FM,ECON2103,Microeconomics (1002),3,Dr. Sherry Zhefang ZHOU,Fri 14:00-15:50,2,MR,English,,,
FST,FM,ECON2103,Microeconomics (1002),3,Dr. Sherry Zhefang ZHOU,Tue 11:00-11:50,1,MR,English,,,
FST,FM,FINM2023,Regression Analysis (for FM Students) (1001),3,Dr. Chiu Fai WONG,Thu 16:00-17:50,2,ME,English,,,
FST,FM,FINM2023,Regression Analysis (for FM Students) (1001),3,Dr. Chiu Fai WONG,Tue 16:00-16:50,1,ME,English,,,
FST,FM,FINM2063,Introduction to Finance (1001),3,Dr. Tianhao ZHI,Thu 15:00-16:50,2,MR,English,,,
FST,FM,FINM2063,Introduction to Finance (1001),3,Dr. Tianhao ZHI,Wed 11:00-11:50,1,MR,English,,,
FST,FM,FINM2063,Introduction to Finance (1002),3,Dr. Shumin MA,Fri 13:00-14:50,2,MR,English,,,
FST,FM,FINM2063,Introduction to Finance (1002),3,Dr. Shumin MA,Wed 13:00-13:50,1,MR,English,,,
FST,FM,FINM3093,Investments (1001),3,Dr. Shumin MA,Tue 14:00-15:50,2,MR,English,,,
FST,FM,FINM3093,Investments (1001),3,Dr. Shumin MA,Fri 15:00-15:50,1,MR,English,,,
FST,FM,FINM3093,Investments (1002),3,Dr. Sherry Zhefang ZHOU,Tue 16:00-17:50,2,MR,English,,,
FST,FM,FINM3093,Investments (1002),3,Dr. Sherry Zhefang ZHOU,Fri 13:00-13:50,1,MR,English,,,
FST,FM,FINM3103,"Money, Banking and Financial Markets (1001)",3,Dr. Shumin MA,Thu 10:00-11:50,2,ME,English,,,
FST,FM,FINM3103,"Money, Banking and Financial Markets (1001)",3,Dr. Shumin MA,Wed 9:00-9:50,1,ME,English,,,
FST,FM,FINM3123,Introduction to Econometrics (1001),3,Dr. Sherry Zhefang ZHOU,Thu 15:00-16:50,2,MR,English,,,
FST,FM,FINM3123,Introduction to Econometrics (1001),3,Dr. Sherry Zhefang ZHOU,Wed 13:00-13:50,1,MR,English,,,
FST,FM,FINM3123,Introduction to Econometrics (1002),3,Dr. Nicolas Remi Luc LANGRENE,Fri 16:00-17:50,2,MR,English,,,
FST,FM,FINM3123,Introduction to Econometrics (1002),3,Dr. Nicolas Remi Luc LANGRENE,Mon 16:00-16:50,1,MR,English,,,
FST,FM,FINM3123,Introduction to Econometrics (1003),3,Dr. Sherry Zhefang ZHOU,Thu 15:00-16:50,2,ME,English,,,
FST,FM,FINM3123,Introduction to Econometrics (1003),3,Dr. Sherry Zhefang ZHOU,Wed 13:00-13:50,1,ME,English,,,
FST,FM,FINM3123,Introduction to Econometrics (1004),3,Dr. Nicolas Remi Luc LANGRENE,Fri 16:00-17:50,2,ME,English,,,
FST,FM,FINM3123,Introduction to Econometrics (1004),3,Dr. Nicolas Remi Luc LANGRENE,Mon 16:00-16:50,1,ME,English,,,
FST,FM,FINM3143,Financial Mathematics (1001),3,Prof. Qiang ZHANG,Mon 10:00-11:50,2,MR,English,,,
FST,FM,FINM3143,Financial Mathematics (1001),3,Prof. Qiang ZHANG,Wed 11:00-11:50,1,MR,English,,,
FST,FM,FINM3143,Financial Mathematics (1002),3,Dr. Chiu Fai WONG,Wed 9:00-10:50,2,MR,English,,,
FST,FM,FINM3143,Financial Mathematics (1002),3,Dr. Chiu Fai WONG,Mon 9:00-9:50,1,MR,English,,,
FST,FM,FINM3143,Financial Mathematics (1003),3,Prof. Qiang ZHANG,Mon 10:00-11:50,2,ME,English,,,
FST,FM,FINM3143,Financial Mathematics (1003),3,Prof. Qiang ZHANG,Wed 11:00-11:50,1,ME,English,,,
FST,FM,FINM3143,Financial Mathematics (1004),3,Dr. Chiu Fai WONG,Wed 9:00-10:50,2,ME,English,,,
FST,FM,FINM3143,Financial Mathematics (1004),3,Dr. Chiu Fai WONG,Mon 9:00-9:50,1,ME,English,,,
FST,FM,FINM4053,Numerical and Simulation Techniques in Finance (1001),3,Dr. Nicolas Remi Luc LANGRENE,Mon 10:00-11:50,2,ME,English,,,
FST,FM,FINM4053,Numerical and Simulation Techniques in Finance (1001),3,Dr. Nicolas Remi Luc LANGRENE,Fri 14:00-14:50,1,ME,English,,,
FST,FM,GCAP3193,Investment Practice (1001),3,Dr. Eric Pengfei ZHAO,Mon 15:00-17:50,3,GE2021,English,,,
FST,FM,GTSC2033,Interpreting the world by Reading Finance News (1001),3,Dr. Tianhao ZHI,Fri 10:00-11:50,2,GE2021,English,,,
FST,FM,GTSC2033,Interpreting the world by Reading Finance News (1001),3,Dr. Tianhao ZHI,Tue 13:00-13:50,1,GE2021,English,,,
FST,FM,MATH1053,Linear Algebra I (1002),3,Dr. Wei ZHANG,Tue 14:00-15:50,2,MR,English,,,
FST,FM,MATH1053,Linear Algebra I (1002),3,Dr. Wei ZHANG,Thu 15:00-16:50,2,MR,English,,,
FST,FM,MATH1073,Calculus I (1003),3,Dr. Peng DR. JIN,Wed 9:00-10:50,2,MR,English,,,
FST,FM,MATH1073,Calculus I (1003),3,Dr. Peng DR. JIN,Tue 14:00-14:50,1,MR,English,,,
FST,FM,MATH1193,Advanced Linear Algebra (1001),3,Dr. Chiu Fai WONG,Mon 13:00-14:50,2,FE,English,,,
FST,FM,MATH1193,Advanced Linear Algebra (1001),3,Dr. Chiu Fai WONG,Thu 14:00-14:50,1,FE,English,,,
FST,FM,MATH2043,Ordinary Differential Equations (1002),3,Dr. Wei ZHANG,Fri 14:00-15:50,2,MR,English,,,
FST,FM,MATH2043,Ordinary Differential Equations (1002),3,Dr. Wei ZHANG,Tue 16:00-16:50,1,MR,English,,,
FST,FM,MATH3173,Applied Stochastic Process (1001),3,Prof. Jianglun WU,Thu 10:00-11:50,2,MR,English,,,
FST,FM,MATH3173,Applied Stochastic Process (1001),3,Prof. Jianglun WU,Mon 17:00-17:50,1,MR,English,,,
FST,FM,MATH3173,Applied Stochastic Process (1003),3,Prof. Jianglun WU,Thu 10:00-11:50,2,ME,English,,,
FST,FM,MATH3173,Applied Stochastic Process (1003),3,Prof. Jianglun WU,Mon 17:00-17:50,1,ME,English,,,
